Date,Close
16-01-2023,60092.97
17-01-2023,60655.72
18-01-2023,61045.74
19-01-2023,60858.43
20-01-2023,60621.77
23-01-2023,60941.67
24-01-2023,60978.75
25-01-2023,60205.06
27-01-2023,59330.9
30-01-2023,59500.41
31-01-2023,59549.9
01-02-2023,59708.08
02-02-2023,59932.24
03-02-2023,60841.88
06-02-2023,60506.9
07-02-2023,60286.04
08-02-2023,60663.79
09-02-2023,60806.22
10-02-2023,60682.7
13-02-2023,60431.84
14-02-2023,61032.26
15-02-2023,61275.09
16-02-2023,61319.51
17-02-2023,61002.57
20-02-2023,60691.54
21-02-2023,60672.72
22-02-2023,59744.98
23-02-2023,59605.8
24-02-2023,59463.93
27-02-2023,59288.35
28-02-2023,58962.12
01-03-2023,59411.08
02-03-2023,58909.35
03-03-2023,59808.97
06-03-2023,60224.46
08-03-2023,60348.09
09-03-2023,59806.28
10-03-2023,59135.13
13-03-2023,58237.85
14-03-2023,57900.19
15-03-2023,57555.9
16-03-2023,57634.84
17-03-2023,57989.9
20-03-2023,57628.95
21-03-2023,58074.68
22-03-2023,58214.59
23-03-2023,57925.28
24-03-2023,57527.1
27-03-2023,57653.86
28-03-2023,57613.72
29-03-2023,57960.09
31-03-2023,58991.52
03-04-2023,59106.44
05-04-2023,59689.31
06-04-2023,59832.97
10-04-2023,59846.51
11-04-2023,60157.72
12-04-2023,60392.77
13-04-2023,60431
17-04-2023,59910.75
18-04-2023,59727.01
19-04-2023,59567.8
20-04-2023,59632.35
21-04-2023,59655.06
24-04-2023,60056.1
25-04-2023,60130.71
26-04-2023,60300.58
27-04-2023,60649.38
28-04-2023,61112.44
02-05-2023,61354.71
03-05-2023,61193.3
04-05-2023,61749.25
05-05-2023,61054.29
08-05-2023,61764.25
09-05-2023,61761.33
10-05-2023,61940.2
11-05-2023,61904.52
12-05-2023,62027.9
15-05-2023,62345.71
16-05-2023,61932.47
17-05-2023,61560.64
18-05-2023,61431.74
19-05-2023,61729.68
22-05-2023,61963.68
23-05-2023,61981.79
24-05-2023,61773.78
25-05-2023,61872.62
26-05-2023,62501.69
29-05-2023,62846.38
30-05-2023,62969.13
31-05-2023,62622.24
01-06-2023,62428.54
02-06-2023,62547.11
05-06-2023,62787.47
06-06-2023,62792.88
07-06-2023,63142.96
08-06-2023,62848.64
09-06-2023,62625.63
12-06-2023,62724.71
13-06-2023,63143.16
14-06-2023,63228.51
15-06-2023,62917.63
16-06-2023,63384.58
19-06-2023,63168.3
20-06-2023,63327.7
21-06-2023,63523.15
22-06-2023,63238.89
23-06-2023,62979.37
26-06-2023,62970
27-06-2023,63416.03
30-06-2023,64718.56
03-07-2023,65205.05
04-07-2023,65479.05
05-07-2023,65446.04
06-07-2023,65785.64
07-07-2023,65280.45
10-07-2023,65344.17
11-07-2023,65617.84
12-07-2023,65393.9
13-07-2023,65558.89
14-07-2023,66060.9
17-07-2023,66589.93
18-07-2023,66795.14
19-07-2023,67097.44
20-07-2023,67571.9
21-07-2023,66684.26
24-07-2023,66384.78
25-07-2023,66355.71
26-07-2023,66707.2
27-07-2023,66266.82
28-07-2023,66160.2
31-07-2023,66527.67
01-08-2023,66459.31
02-08-2023,65782.78
03-08-2023,65240.68
04-08-2023,65721.25
07-08-2023,65953.48
08-08-2023,65846.5
09-08-2023,65995.81
10-08-2023,65688.18
11-08-2023,65322.65
14-08-2023,65401.92
16-08-2023,65539.42
17-08-2023,65151.02
18-08-2023,64948.66
21-08-2023,65216.09
22-08-2023,65220.03
23-08-2023,65433.3
24-08-2023,65252.34
25-08-2023,64886.51
28-08-2023,64996.6
29-08-2023,65075.82
30-08-2023,65087.25
31-08-2023,64831.41
01-09-2023,65387.16
04-09-2023,65628.14
05-09-2023,65780.26
06-09-2023,65880.52
07-09-2023,66265.56
08-09-2023,66598.91
11-09-2023,67127.08
12-09-2023,67221.13
13-09-2023,67466.99
14-09-2023,67519
15-09-2023,67838.63
18-09-2023,67596.84
20-09-2023,66800.84
21-09-2023,66230.24
22-09-2023,66009.15
25-09-2023,66023.69
26-09-2023,65945.47
27-09-2023,66118.69
28-09-2023,65508.32
29-09-2023,65828.41
03-10-2023,65512.1
04-10-2023,65226.04
05-10-2023,65631.57
06-10-2023,65995.63
09-10-2023,65512.39
10-10-2023,66079.36
11-10-2023,66473.05
12-10-2023,66408.39
13-10-2023,66282.74
16-10-2023,66166.93
17-10-2023,66428.09
18-10-2023,65877.02
19-10-2023,65629.24
20-10-2023,65397.62
23-10-2023,64571.88
25-10-2023,64049.06
26-10-2023,63148.15
27-10-2023,63782.8
30-10-2023,64112.65
31-10-2023,63874.93
01-11-2023,63591.33
02-11-2023,64080.9
03-11-2023,64363.78
06-11-2023,64958.69
07-11-2023,64942.4
08-11-2023,64975.61
09-11-2023,64832.2
10-11-2023,64904.68
13-11-2023,64933.87
15-11-2023,65675.93
16-11-2023,65982.48
17-11-2023,65794.73
20-11-2023,65655.15
21-11-2023,65930.77
22-11-2023,66023.24
23-11-2023,66017.81
24-11-2023,65970.04
28-11-2023,66174.2
29-11-2023,66901.91
30-11-2023,66988.44
01-12-2023,67481.19
04-12-2023,68865.12
05-12-2023,69296.14
06-12-2023,69653.73
07-12-2023,69521.69
08-12-2023,69825.6
11-12-2023,69928.53
12-12-2023,69551.03
13-12-2023,69584.6
14-12-2023,70514.2
15-12-2023,71483.75
18-12-2023,71315.09
19-12-2023,71437.19
20-12-2023,70506.31
21-12-2023,70865.1
22-12-2023,71106.96
26-12-2023,71336.8
27-12-2023,72038.43
28-12-2023,72410.38
29-12-2023,72240.26
01-01-2024,72271.94
02-01-2024,71892.48
03-01-2024,71356.6
04-01-2024,71847.57
05-01-2024,72026.15
08-01-2024,71355.22
09-01-2024,71386.21
10-01-2024,71657.71
11-01-2024,71721.18
12-01-2024,72568.45
