Date,Close
18-09-2023,15952.52
19-09-2023,15929.01
20-09-2023,15859.62
21-09-2023,15601.6
22-09-2023,15569.51
25-09-2023,15593.73
26-09-2023,15381.58
27-09-2023,15394.69
28-09-2023,15478.07
29-09-2023,15398.21
02-10-2023,15230.01
03-10-2023,15043.42
04-10-2023,15070.91
05-10-2023,15072.99
06-10-2023,15214.02
09-10-2023,15318.08
10-10-2023,15450.24
11-10-2023,15487.78
12-10-2023,15329.55
13-10-2023,15323.7
16-10-2023,15484.5
17-10-2023,15541.38
18-10-2023,15324.96
19-10-2023,15196.37
20-10-2023,15033.31
23-10-2023,14946.01
24-10-2023,15025.76
25-10-2023,14914.12
26-10-2023,14858.7
27-10-2023,14675.78
30-10-2023,14825.89
31-10-2023,14919.2
01-11-2023,15002.55
02-11-2023,15332.6
03-11-2023,15475.2
06-11-2023,15440.5
07-11-2023,15388.48
08-11-2023,15352.19
09-11-2023,15235.18
10-11-2023,15388.44
13-11-2023,15403.14
14-11-2023,15732.67
15-11-2023,15765.02
16-11-2023,15716.55
17-11-2023,15813.46
20-11-2023,15881.63
21-11-2023,15861.57
22-11-2023,15907.89
24-11-2023,15983.82
27-11-2023,15930.89
28-11-2023,15929.15
29-11-2023,15962.99
30-11-2023,16088.84
01-12-2023,16263.75
04-12-2023,16232.82
05-12-2023,16123.04
06-12-2023,16092.37
07-12-2023,16136.85
08-12-2023,16207.76
11-12-2023,16274.44
12-12-2023,16285.94
13-12-2023,16560.71
14-12-2023,16723.92
15-12-2023,16609.84
18-12-2023,16656.76
19-12-2023,16798.4
20-12-2023,16534.72
21-12-2023,16724.92
22-12-2023,16770.45
26-12-2023,16859.49
27-12-2023,16898.34
28-12-2023,16890.58
29-12-2023,16852.89
02-01-2024,16841.62
03-01-2024,16718.65
04-01-2024,16715.71
05-01-2024,16758.24
08-01-2024,16885.37
09-01-2024,16773.07
10-01-2024,16818.88
11-01-2024,16781.12
12-01-2024,16799.54
