Date,Close
16-01-2023,17894.85
17-01-2023,18053.3
18-01-2023,18165.35
19-01-2023,18107.85
20-01-2023,18027.65
23-01-2023,18118.55
24-01-2023,18118.3
25-01-2023,17891.95
27-01-2023,17604.35
30-01-2023,17648.95
31-01-2023,17662.15
01-02-2023,17616.3
02-02-2023,17610.4
03-02-2023,17854.05
06-02-2023,17764.6
07-02-2023,17721.5
08-02-2023,17871.7
09-02-2023,17893.45
10-02-2023,17856.5
13-02-2023,17770.9
14-02-2023,17929.85
15-02-2023,18015.85
16-02-2023,18035.85
17-02-2023,17944.2
20-02-2023,17844.6
21-02-2023,17826.7
22-02-2023,17554.3
23-02-2023,17511.25
24-02-2023,17465.8
27-02-2023,17392.7
28-02-2023,17303.95
01-03-2023,17450.9
02-03-2023,17321.9
03-03-2023,17594.35
06-03-2023,17711.45
08-03-2023,17754.4
09-03-2023,17589.6
10-03-2023,17412.9
13-03-2023,17154.3
14-03-2023,17043.3
15-03-2023,16972.15
16-03-2023,16985.6
17-03-2023,17100.05
20-03-2023,16988.4
21-03-2023,17107.5
22-03-2023,17151.9
23-03-2023,17076.9
24-03-2023,16945.05
27-03-2023,16985.7
28-03-2023,16951.7
29-03-2023,17080.7
31-03-2023,17359.75
03-04-2023,17398.05
05-04-2023,17557.05
06-04-2023,17599.15
10-04-2023,17624.05
11-04-2023,17722.3
12-04-2023,17812.4
13-04-2023,17828
17-04-2023,17706.85
18-04-2023,17660.15
19-04-2023,17618.75
20-04-2023,17624.45
21-04-2023,17624.05
24-04-2023,17743.4
25-04-2023,17769.25
26-04-2023,17813.6
27-04-2023,17915.05
28-04-2023,18065
02-05-2023,18147.65
03-05-2023,18089.85
04-05-2023,18255.8
05-05-2023,18069
08-05-2023,18264.4
09-05-2023,18265.95
10-05-2023,18315.1
11-05-2023,18297
12-05-2023,18314.8
15-05-2023,18398.85
16-05-2023,18286.5
17-05-2023,18181.75
18-05-2023,18129.95
19-05-2023,18203.4
22-05-2023,18314.4
23-05-2023,18348
24-05-2023,18285.4
25-05-2023,18321.15
26-05-2023,18499.35
29-05-2023,18598.65
30-05-2023,18633.85
31-05-2023,18534.4
01-06-2023,18487.75
02-06-2023,18534.1
05-06-2023,18593.85
06-06-2023,18599
07-06-2023,18726.4
08-06-2023,18634.55
09-06-2023,18563.4
12-06-2023,18601.5
13-06-2023,18716.15
14-06-2023,18755.9
15-06-2023,18688.1
16-06-2023,18826
19-06-2023,18755.45
20-06-2023,18816.7
21-06-2023,18856.85
22-06-2023,18771.25
23-06-2023,18665.5
26-06-2023,18691.2
27-06-2023,18817.4
30-06-2023,19189.05
03-07-2023,19322.55
04-07-2023,19389
05-07-2023,19398.5
06-07-2023,19497.3
07-07-2023,19331.8
10-07-2023,19355.9
11-07-2023,19439.4
12-07-2023,19384.3
13-07-2023,19413.75
14-07-2023,19564.5
17-07-2023,19711.45
18-07-2023,19749.25
19-07-2023,19833.15
20-07-2023,19979.15
21-07-2023,19745
24-07-2023,19672.35
25-07-2023,19680.6
